size,pp,psc,pdc,alpha,beta,gamma,radius,pac,ncity,ndp,nap,ndpdc,ndpac,ndc,nac,utility,converged,iterations,time
15,0.95,0.95,0.95,0.5,-4.0,4.0,0.3,0.0,15,8,6,8,8,6,6,-3.3200725324042373,false,27,3663.716226552
9,0.55,0.55,0.55,4.0,-4.0,4.0,0.3,0.0,9,4,2,4,4,2,2,-0.9474581518725264,true,18952,94.975484519
15,0.95,0.55,0.55,4.0,4.0,4.0,0.3,0.0,15,8,6,8,8,6,6,-3.1103091525672486,false,27,3638.166367719
9,0.75,0.75,0.75,2.25,0.0,2.0,0.3,0.0,9,4,2,4,4,2,2,-0.911368806441215,true,18230,81.370491102
15,0.95,0.55,0.55,0.5,4.0,4.0,0.3,0.0,15,8,6,8,8,6,6,-3.320072532404237,false,27,3639.832279113
15,0.95,0.95,0.95,0.5,-4.0,0.0,0.3,0.0,15,8,6,8,8,6,6,-3.3311094144476594,false,28,3665.999280309
9,0.55,0.55,0.95,0.5,4.0,4.0,0.3,0.0,9,4,2,4,4,2,2,-0.9474611207114851,true,18952,85.477716875
9,0.95,0.95,0.95,4.0,4.0,0.0,0.3,0.0,9,4,2,4,4,2,2,-0.911368107053806,true,18230,85.551538386
9,0.55,0.95,0.95,4.0,-4.0,0.0,0.3,0.0,9,4,2,4,4,2,2,-0.9474581518725264,true,18952,94.9416188
9,0.55,0.95,0.55,0.5,-4.0,4.0,0.3,0.0,9,4,2,4,4,2,2,-0.9474611207114852,true,18952,93.541996423
15,0.95,0.95,0.55,4.0,-4.0,0.0,0.3,0.0,15,8,6,8,8,6,6,-3.1212377896424033,false,28,3647.844315568
12,0.75,0.75,0.75,2.25,4.0,2.0,0.3,0.0,12,6,4,6,6,4,4,-1.7829040207727607,false,4262,3600.24000243
9,0.55,0.95,0.55,4.0,-4.0,4.0,0.3,0.0,9,4,2,4,4,2,2,-0.9474581518725264,true,18952,91.082472175
15,0.55,0.95,0.55,0.5,-4.0,4.0,0.3,0.0,15,8,6,8,8,6,6,-3.372522236039319,false,28,3632.497835795
15,0.95,0.95,0.55,0.5,-4.0,4.0,0.3,0.0,15,8,6,8,8,6,6,-3.3311094144476594,false,28,3626.068300868
15,0.95,0.95,0.95,4.0,4.0,0.0,0.3,0.0,15,8,6,8,8,6,6,-3.1212377896424033,false,28,3635.590741232
12,0.75,0.75,0.75,2.25,4.0,2.0,0.3,0.0,12,6,4,6,6,4,4,-1.7829167343482708,false,4309,3600.178868504
15,0.95,0.55,0.55,0.5,4.0,0.0,0.3,0.0,15,8,6,8,8,6,6,-3.3413579477736945,false,29,3658.963174639
15,0.95,0.55,0.55,0.5,-4.0,0.0,0.3,0.0,15,8,6,8,8,6,6,-3.3311094144476603,false,28,3649.918826801
9,0.95,0.95,0.55,4.0,4.0,4.0,0.3,0.0,9,4,2,4,4,2,2,-0.911368107053806,true,18230,81.850105121
15,0.55,0.95,0.95,0.5,-4.0,4.0,0.3,0.0,15,8,6,8,8,6,6,-3.372522236039319,false,28,3636.141732358
15,0.95,0.55,0.55,0.5,4.0,0.0,0.3,0.0,15,8,6,8,8,6,6,-3.3413579477736945,false,29,3645.431465324
9,0.95,0.95,0.95,4.0,-4.0,0.0,0.3,0.0,9,4,2,4,4,2,2,-0.911368107053806,true,18230,86.38771853
15,0.55,0.95,0.55,0.5,4.0,0.0,0.3,0.0,15,8,6,8,8,6,6,-3.372522236039319,false,28,3615.722363017
15,0.55,0.95,0.55,0.5,4.0,0.0,0.3,0.0,15,8,6,8,8,6,6,-3.381291740022795,false,29,3645.30792313
15,0.55,0.95,0.95,0.5,4.0,4.0,0.3,0.0,15,8,6,8,8,6,6,-3.381291740022795,false,29,3627.686998387
15,0.95,0.95,0.95,4.0,-4.0,0.0,0.3,0.0,15,8,6,8,8,6,6,-3.131604312963145,false,29,3644.460772315
15,0.55,0.55,0.95,4.0,-4.0,4.0,0.3,0.0,15,8,6,8,8,6,6,-3.2168953768072135,false,29,3622.373758656
9,0.55,0.55,0.95,4.0,4.0,4.0,0.3,0.0,9,4,2,4,4,2,2,-0.947458232005357,true,18952,79.667881205
12,0.75,0.75,0.75,2.25,0.0,0.0,0.3,0.0,12,6,4,6,6,4,4,-1.7830049135151405,false,4593,3600.181886034
15,0.55,0.95,0.55,4.0,4.0,0.0,0.3,0.0,15,8,6,8,8,6,6,-3.225480269372983,false,30,3613.291606299
12,0.55,0.75,0.75,2.25,0.0,2.0,0.3,0.0,12,6,4,6,6,4,4,-1.8003220039097252,false,4734,3600.159172039
15,0.95,0.55,0.55,4.0,4.0,0.0,0.3,0.0,15,8,6,8,8,6,6,-3.284832429484158,false,50,3652.132815659
15,0.55,0.95,0.95,4.0,-4.0,0.0,0.3,0.0,15,8,6,8,8,6,6,-3.3368768465059113,false,50,3635.636832669
15,0.95,0.55,0.55,0.5,-4.0,4.0,0.3,0.0,15,8,6,8,8,6,6,-3.459948119117814,false,50,3615.316093042
9,0.55,0.95,0.95,4.0,-4.0,0.0,0.3,0.0,9,4,2,4,4,2,2,-0.9474581518725264,true,18952,89.531292197
12,0.75,0.75,0.75,2.25,0.0,2.0,0.3,0.0,12,6,4,6,6,4,4,-1.783412901431128,false,7447,3600.382318999
15,0.55,0.55,0.55,4.0,4.0,4.0,0.3,0.0,15,8,6,8,8,6,6,-3.340554887060648,false,51,3642.891244935
9,0.95,0.55,0.95,4.0,-4.0,0.0,0.3,0.0,9,4,2,4,4,2,2,-0.911368107053806,true,18230,85.470278151
9,0.55,0.55,0.95,0.5,-4.0,0.0,0.3,0.0,9,4,2,4,4,2,2,-0.9474611207114851,true,18952,87.970182288
9,0.95,0.95,0.55,0.5,4.0,4.0,0.3,0.0,9,4,2,4,4,2,2,-0.9113714953030871,true,18230,76.701405758
9,0.55,0.95,0.95,4.0,4.0,4.0,0.3,0.0,9,4,2,4,4,2,2,-0.947458232005357,true,18952,81.294891096
9,0.55,0.55,0.55,0.5,-4.0,0.0,0.3,0.0,9,4,2,4,4,2,2,-0.9474611207114851,true,18952,85.161629992
9,0.55,0.55,0.95,0.5,-4.0,0.0,0.3,0.0,9,4,2,4,4,2,2,-0.9474611207114851,true,18952,85.183663708
15,0.55,0.95,0.95,4.0,-4.0,4.0,0.3,0.0,15,8,6,8,8,6,6,-3.340554887060648,false,51,3667.185495575
